reservation_id,guest_id,property_id,room_id,check_in_date,check_out_date,booking_status,booking_date
RES-37A27DEE02,353,9,391,27/03/2024,2024/04/01,CHECKED_IN,02-18-2024 12:00 AM
RES-2440D3E4EF,1047,11,468,2024/03/04,06-Mar-2024,no_show,01-07-2024 12:00 AM
RES-7B57B3B6A7,1175,8,348,2025/12/22,01-01-2026,CHECKED_OUT,2025-11-06 00:00:00
RES-31091CB6E0,82,1,17,27-Jun-2025,07-07-2025,NS,11/06/2025 00:00
RES-54B2E957CA,1053,11,469,08/03/2024,14-Mar-2024,checked_out,01-09-2024 12:00 AM
RES-1AD21D8017,910,7,276,2026-01-03,01-12-2026,PENDING,12/11/2025 00:00
RES-2E1FBD3A2E,1055,6,264,2026-09-11,09-21-2026,NOSHOW,25/08/2026 00:00
RES-35899F0894,1174,6,249,05-30-2024,2024/05/31,CO,10/04/2024 00:00
RES-0E8E0B31F1,135,13,530,31-Aug-2026,09-02-2026,CONFIRMED,2026-08-13 00:00:00
RES-F75BDACABD,640,11,456,2026-01-02,01-04-2026,canceled,17/11/2025 00:00
RES-7E7779F6C9,66,15,651,08-Oct-2026,2026/10/14,checked-in,19/08/2026 00:00
RES-1B17432916,438,8,329,27/06/2026,28/06/2026,Confirmed,08/05/2026 00:00
RES-0E10047B88,563,6,248,10-24-2025,11-02-2025,CNF,09-17-2025 12:00 AM
RES-61B209A8AB,417,6,265,12/07/2024,2024/07/19,CNF,2024-06-11 00:00:00
RES-202F63F943,1213,15,641,23/01/2024,2024/01/27,CHECKED_IN,01-12-2024 12:00 AM
RES-079DFE1189,376,4,169,10-19-2024,2024/10/27,pending,2024-10-06 00:00:00
RES-185F807C6C,914,7,293,2025-06-23,06-25-2025,CHECKED_OUT,30/05/2025 00:00
RES-55EDA3446A,647,14,584,2026-10-04,2026/10/13,CANCELLED,09-21-2026 12:00 AM
RES-6B8C93D961,1176,13,521,13/08/2025,08-22-2025,PENDING,2025-08-02 00:00:00
RES-B32CCB7B81,461,14,564,2025/12/14,23-Dec-2025,Pending,08/11/2025 00:00
RES-D0D42D2D8C,646,11,470,17/09/2026,2026-09-22,Checked In,08-12-2026 12:00 AM
RES-0D8D0D3309,695,3,112,2025/04/28,02-May-2025,no_show,07/04/2025 00:00
RES-AED07FCD69,267,6,252,02/01/2025,04/01/2025,canceled,10/11/2024 00:00
RES-E4A46F12AC,1231,11,424,2024/11/22,2024/11/27,cancelled,11-02-2024 12:00 AM
RES-9491BF3D46,1192,5,234,08-17-2025,19-Aug-2025,NOSHOW,08/08/2025 00:00
RES-7A003449B4,335,12,506,22/09/2026,2026-09-24,checked-in,08-25-2026 12:00 AM
RES-ECE2547C85,1178,15,635,31-Jan-2025,02-05-2025,Confirmed,2025-01-20 00:00:00
RES-0A90865B9A,945,6,254,09/04/2026,2026-04-19,Checked In,30/03/2026 00:00
RES-0881A35A55,862,15,675,25-Apr-2024,2024-04-29,confirmed,02-25-2024 12:00 AM
RES-210FBC91B8,748,15,657,2026/03/29,2026/04/02,Cancelled,03-06-2026 12:00 AM
RES-3E986AA67F,191,8,347,2025/06/12,06-14-2025,PND,05-01-2025 12:00 AM
RES-4AFA37A048,1120,2,55,07-03-2025,2025/07/11,CI,05-28-2025 12:00 AM
RES-A9CB046780,285,13,554,2025/09/22,09-30-2025,PND,2025-09-08 00:00:00
RES-C14182EFCF,824,10,396,2026-02-25,2026-02-26,checked_out,02-18-2026 12:00 AM
RES-D8B1796502,888,13,541,2025-02-03,2025-02-13,checked_out,12-13-2024 12:00 AM
RES-AFA4E1327F,620,15,690,2026-05-31,2026-06-10,Checked Out,2026-05-17 00:00:00
RES-11F2F60FFD,868,4,170,07-27-2026,,Confirmed,11/07/2026 00:00
RES-26C173F30D,322,11,444,2024/06/06,13/06/2024,checked-out,2024-05-11 00:00:00
RES-D9CCEC9B18,209,2,40,04-Feb-2026,12/02/2026,PND,2026-01-02 00:00:00
RES-4917414FB9,1205,9,362,01-08-2026,17/01/2026,Confirmed,12-05-2025 12:00 AM
RES-6D201535B2,512,6,251,14-Sep-2026,2026/09/19,Pending,19/07/2026 00:00
RES-6A8221EC86,1067,6,274,08/07/2025,2025/07/12,checked-out,2025-06-30 00:00:00
RES-8FC86E63D1,461,13,547,08-21-2024,08-29-2024,CXL,06/07/2024 00:00
RES-F8B4E52F0F,577,1,21,05-26-2026,01-Jun-2026,canceled,27/03/2026 00:00
RES-12D1549C25,84,2,46,03-27-2024,2024/03/30,CONFIRMED,02-05-2024 12:00 AM
RES-56AF93148C,967,2,48,18-May-2025,28-May-2025,Pending,04-15-2025 12:00 AM
RES-45B4E919EE,642,7,275,2024/11/29,12-07-2024,checked-in,07/11/2024 00:00
RES-A33B7DBB0F,1179,4,148,08-22-2024,08-25-2024,checked_out,2024-07-24 00:00:00
RES-7294FD475E,150,15,671,22-Dec-2025,2025/12/26,confirmed,10-26-2025 12:00 AM
RES-E0B3BC1EEF,1047,2,44,2024-10-24,29/10/2024,CNF,08-29-2024 12:00 AM
RES-D652116C03,967,6,271,2026-09-16,2026-09-21,Checked Out,08-19-2026 12:00 AM
RES-D9733C854D,267,10,409,21-May-2026,2026/05/29,checked_out,2026-05-06 00:00:00
RES-908E55E8F2,500,6,264,09-09-2025,09-10-2025,No Show,2025-07-12 00:00:00
RES-8F6A37413B,672,6,269,2025/01/14,2025-01-19,Confirmed,07/12/2024 00:00
RES-666442FB3B,22,7,280,2024-03-20,2024-03-26,no_show,18/03/2024 00:00
RES-A6F0481DC5,502,13,553,07-Jul-2024,09-Jul-2024,checked_in,06-01-2024 12:00 AM
RES-330F913C02,905,10,403,2025-11-17,11-19-2025,Checked In,11-03-2025 12:00 AM
RES-EFBFB76300,1208,2,39,16/06/2024,25-Jun-2024,checked_out,2024-05-13 00:00:00
RES-2CFA1FFAD8,1131,10,397,2025/04/06,09-Apr-2025,checked_out,03-01-2025 12:00 AM
RES-BA6E4A95F4,384,11,455,2026-04-16,20-Apr-2026,CHECKED_IN,03-03-2026 12:00 AM
RES-EDDE9F9ABD,1136,7,278,2024-05-30,2024-06-03,no-show,2024-04-12 00:00:00
RES-2478BC598D,45,3,100,25/11/2025,2025/12/03,CANCELLED,2025-10-28 00:00:00
RES-F86CFA8714,60,10,416,2026/06/29,02-Jul-2026,no_show,2026-05-27 00:00:00
RES-D1B931BAFF,315,7,294,2025-07-30,08-03-2025,canceled,07-26-2025 12:00 AM
RES-67A512FB33,905,7,300,08-04-2024,07-Aug-2024,checked-out,27/06/2024 00:00
RES-BF5B323E47,451,9,375,02-Jun-2026,2026-06-05,pending,05-12-2026 12:00 AM
RES-318FC1784C,501,11,432,2025/05/20,2025/05/29,Confirmed,2025-05-06 00:00:00
RES-B2D88210C0,851,2,53,2026-09-02,2026-09-04,PENDING,24/08/2026 00:00
RES-925F7F29C5,105,3,69,2025-10-24,2025-11-03,PND,2025-08-26 00:00:00
RES-CACA4EA7DD,253,6,262,11-05-2026,2026-11-07,checked_in,2026-09-21 00:00:00
RES-8B7387E261,156,14,602,16-Aug-2024,08-25-2024,no-show,19/06/2024 00:00
RES-EEE90968BF,1207,8,315,15-Oct-2024,2024/10/16,CI,2024-09-09 00:00:00
RES-DAF32B1C73,65,8,309,2025-01-21,01-26-2025,NS,2025-01-13 00:00:00
RES-5CDB6E90A1,1160,13,540,2025/08/06,11/08/2025,no_show,2025-07-22 00:00:00
RES-66BB501BF2,379,8,317,2026/09/28,2026/10/06,checked-in,2026-08-03 00:00:00
RES-C92C1C103A,631,11,467,2024-12-12,22-Dec-2024,CHECKED_IN,2024-12-11 00:00:00
RES-E70B0CE30F,72,15,687,2026/09/26,10-02-2026,confirmed,08-16-2026 12:00 AM
RES-A07895B1DD,48,6,261,11-Jun-2026,17-Jun-2026,checked-out,13/05/2026 00:00
RES-9E7B998324,212,2,58,30/10/2024,2024-10-31,PENDING,2024-10-18 00:00:00
RES-9756C27DE1,135,9,370,2025/11/22,,CO,29/09/2025 00:00
RES-A0086E2973,2,15,690,25/05/2026,05-31-2026,Checked In,2026-04-21 00:00:00
RES-48FEA2FBCC,613,12,506,10-18-2024,10-28-2024,no-show,30/08/2024 00:00
RES-01D7FB8B7E,705,7,299,2025-10-06,15/10/2025,canceled,22/08/2025 00:00
RES-A4429A4FB1,163,15,673,2026/08/17,2026/08/20,CHECKED_OUT,07-26-2026 12:00 AM
RES-C14B2FEF2C,843,8,326,2026-09-18,2026-09-25,confirmed,2026-07-28 00:00:00
RES-5678119884,139,14,622,09-Jun-2025,2025/06/19,no-show,04-27-2025 12:00 AM
RES-383D71284C,924,14,632,2024/07/16,07-22-2024,CNF,05-24-2024 12:00 AM
RES-5D8BC58724,54,1,12,17-Mar-2026,,conf,02-27-2026 12:00 AM
RES-9F90624F2A,745,10,419,2025/03/01,2025/03/04,NOSHOW,2025-01-13 00:00:00
RES-065AE665BD,23,8,319,2026-07-01,11/07/2026,conf,06-23-2026 12:00 AM
RES-F9D1E79160,280,13,545,26-Sep-2026,06/10/2026,CONFIRMED,2026-08-25 00:00:00
RES-279A04CEB0,1211,13,517,11-Dec-2024,12-20-2024,CI,03/12/2024 00:00
RES-31F809487B,169,12,475,04-07-2026,12-Apr-2026,CHECKED_IN,09/03/2026 00:00
RES-C47C5FDFFF,64,1,31,2025/05/27,05/06/2025,CANCELLED,05-10-2025 12:00 AM
RES-2A8E23FB74,296,3,73,05-15-2026,17/05/2026,cancelled,18/03/2026 00:00
RES-E2E0045435,967,11,470,02-23-2025,03-Mar-2025,NOSHOW,01-08-2025 12:00 AM
RES-06D7DF4441,56,13,523,27/06/2026,05-Jul-2026,NOSHOW,05-19-2026 12:00 AM
RES-273B797B12,304,11,437,2024-08-11,,pending,03/08/2024 00:00
RES-4C559E87B2,940,9,375,2026/08/26,27/08/2026,CHECKED_OUT,07-17-2026 12:00 AM
RES-6D90D5F2EF,1039,2,46,12/08/2025,21-Aug-2025,conf,2025-06-22 00:00:00
RES-4C8B0B348C,728,11,425,12-10-2025,2025/12/18,CXL,2025-12-06 00:00:00
RES-74420F9618,859,13,548,04/09/2026,09-13-2026,Checked In,2026-08-31 00:00:00
RES-C8D2B7590D,641,5,241,2025/09/06,07-Sep-2025,Checked Out,31/08/2025 00:00
RES-24839EB1D6,1192,7,282,2026-05-25,2026/06/03,no-show,2026-05-12 00:00:00
RES-C010693CF8,805,1,14,17-Jul-2026,2026-07-21,CANCELLED,06-28-2026 12:00 AM
RES-47A55846ED,280,10,413,01-Nov-2024,2024-11-09,Pending,25/09/2024 00:00
RES-496714748B,782,14,619,2024-04-23,2024/04/25,checked-out,08/04/2024 00:00
RES-1F865619C5,1009,6,249,07-21-2025,28/07/2025,checked_out,07-12-2025 12:00 AM
RES-F17390F937,894,1,17,2026/06/25,07-01-2026,CXL,2026-05-29 00:00:00
RES-98D11C5102,925,11,449,30-Mar-2025,05-Apr-2025,cancelled,03-10-2025 12:00 AM
RES-749DB7A84C,913,3,133,2025-12-14,12-19-2025,Pending,2025-10-17 00:00:00
RES-2DEAE5C7B7,171,11,425,13/09/2025,2025/09/22,Confirmed,08-19-2025 12:00 AM
RES-CA18D087BF,362,3,118,2026-03-05,2026-03-13,checked_in,03-03-2026 12:00 AM
RES-840426628F,1209,12,499,2026/05/27,01/06/2026,CANCELLED,18/04/2026 00:00
RES-E5671949D9,594,8,334,04-15-2025,04-25-2025,CO,07/04/2025 00:00
RES-A9EFA9C7D5,87,8,332,2024/05/09,2024-05-12,conf,2024-03-11 00:00:00
RES-8ACEBEDD2A,588,7,293,25/11/2024,2024/12/04,Cancelled,13/11/2024 00:00
RES-08EF2DDA27,761,1,20,06-Oct-2026,2026-10-11,conf,2026-08-20 00:00:00
RES-512EF345BA,780,2,34,22/07/2024,2024/07/25,CHECKED_OUT,04/07/2024 00:00
RES-80DC9EA1E2,1163,12,493,2025-07-18,2025/07/28,CI,07-03-2025 12:00 AM
RES-9F1E7531C0,1196,1,20,2025/12/13,18/12/2025,checked_in,2025-10-25 00:00:00
RES-7DEE52FEAC,553,14,559,10-Apr-2025,2025-04-11,no-show,04-07-2025 12:00 AM
RES-29346216E9,61,13,529,03-Jan-2026,2026-01-07,checked-out,2025-12-08 00:00:00
RES-80F86433B5,133,9,369,10-01-2024,10-02-2024,NS,11/09/2024 00:00
RES-28C921A390,350,10,397,2024-04-17,18-Apr-2024,CONFIRMED,03-03-2024 12:00 AM
RES-ABF6611CEB,591,11,449,2024-07-04,2024-07-12,PENDING,2024-06-03 00:00:00
RES-C411477AD1,277,4,171,21/07/2025,2025/07/31,canceled,07-05-2025 12:00 AM
RES-07BA6AA3AF,1005,11,426,2026-08-12,13-Aug-2026,CANCELLED,2026-07-01 00:00:00
RES-003F5CB7C8,459,9,377,07/06/2025,06-08-2025,CXL,13/05/2025 00:00
RES-8C9BB02918,353,5,211,08-07-2024,14-Aug-2024,canceled,2024-06-10 00:00:00
RES-41623FA4A3,91,5,195,25/08/2026,29/08/2026,Checked Out,26/06/2026 00:00
RES-BF72BE111B,725,2,61,2024-08-27,01-Sep-2024,NS,08-07-2024 12:00 AM
RES-10C48DBC55,1177,2,49,27/08/2026,09-01-2026,CXL,17/08/2026 00:00
RES-C709D5E1BD,282,4,169,15/01/2026,2026-01-19,CXL,13/12/2025 00:00
RES-4DBC95033D,55,13,549,08-Aug-2024,12-Aug-2024,checked_in,29/06/2024 00:00
RES-C0FB193C47,639,6,270,22/11/2024,2024/11/27,checked-out,06/10/2024 00:00
RES-399F6F1AA7,474,3,87,17/04/2026,26/04/2026,Checked In,03-31-2026 12:00 AM
RES-C7FE3FA6B2,449,8,357,30/07/2025,2025/08/01,confirmed,08/07/2025 00:00
RES-47B85C9069,861,6,250,14-Jan-2025,24-Jan-2025,checked_out,20/12/2024 00:00
RES-15612E900B,741,8,358,29/10/2025,07/11/2025,canceled,23/10/2025 00:00
RES-2964E4A393,762,7,295,01-26-2024,2024/01/30,Confirmed,01-18-2024 12:00 AM
RES-C846AB012B,285,5,204,27/09/2026,2026-09-30,checked-out,08-15-2026 12:00 AM
RES-9663815B0E,81,3,118,31-Jul-2025,09-Aug-2025,checked_out,07-05-2025 12:00 AM
RES-68E6B33F21,1106,10,419,2026/04/16,2026/04/26,CHECKED_IN,04-01-2026 12:00 AM
RES-772CF2EB44,680,2,52,2026-03-17,19/03/2026,No Show,03-11-2026 12:00 AM
RES-DD7D00A06D,1165,11,433,07-28-2024,05/08/2024,PND,05-29-2024 12:00 AM
RES-8161E58D35,258,5,225,12/02/2026,2026-02-14,checked-in,2025-12-14 00:00:00
RES-B8B484CA46,145,3,113,14-Dec-2025,12-21-2025,confirmed,08/11/2025 00:00
RES-48B0DDB42F,517,2,45,18/04/2026,28/04/2026,CI,27/03/2026 00:00
RES-887698F562,31,9,362,14/11/2024,15/11/2024,confirmed,10-15-2024 12:00 AM
RES-46A6EE8D8E,389,9,380,2024/04/05,10-Apr-2024,CONFIRMED,2024-03-23 00:00:00
RES-EA25EA3568,330,9,375,12-22-2025,27/12/2025,canceled,12-21-2025 12:00 AM
RES-6E29E3B0B4,43,7,276,29/10/2026,2026/11/06,CXL,2026-09-19 00:00:00
RES-453D4A7A1A,194,2,56,2024-05-03,05-May-2024,PND,04-09-2024 12:00 AM
RES-9CB1CE15EA,317,5,178,13-Mar-2024,21-Mar-2024,checked-out,2024-02-04 00:00:00
RES-2E51FC822C,158,1,20,10/03/2026,15/03/2026,Checked Out,01-14-2026 12:00 AM
RES-45B5C74BB5,987,13,544,2025-12-23,29-Dec-2025,canceled,2025-12-11 00:00:00
RES-34F4BB6D4A,763,14,617,09-30-2025,10-05-2025,conf,08-18-2025 12:00 AM
RES-D7CACA2833,19,5,202,2025/02/17,24-Feb-2025,PND,2025-02-11 00:00:00
RES-52C29F59E9,334,12,504,06-Jul-2026,07-12-2026,no-show,10/05/2026 00:00
RES-AB57351BD1,210,4,166,2026/04/19,2026/04/29,CXL,17/03/2026 00:00
RES-1190B53362,428,14,625,2026/01/18,24-Jan-2026,checked-in,11-24-2025 12:00 AM
RES-327107FC4A,269,3,100,2025-03-23,2025-03-25,checked-in,2025-03-03 00:00:00
RES-C58ADF4A1D,692,15,658,2025-04-22,29-Apr-2025,Pending,24/03/2025 00:00
RES-3F6FF9AAFA,256,2,40,2025/07/28,2025/08/01,no-show,07-08-2025 12:00 AM
RES-A46E20C469,844,10,416,2025-03-03,12/03/2025,CO,03/02/2025 00:00
RES-F93E8D5FB0,211,5,219,22-Jun-2026,2026-06-29,CHECKED_OUT,04-26-2026 12:00 AM
RES-871560B60C,619,9,390,08-11-2025,2025/08/18,pending,2025-07-31 00:00:00
RES-04E4C9E087,932,9,391,11-27-2024,2024/12/07,PENDING,31/10/2024 00:00
RES-DF0AFFE592,927,8,321,2025-08-05,2025-08-06,PND,07-25-2025 12:00 AM
RES-8784E43879,1070,4,148,09-29-2024,02/10/2024,CONFIRMED,28/08/2024 00:00
RES-601071350F,1009,12,493,26/03/2024,03-Apr-2024,CO,03-04-2024 12:00 AM
RES-0AACBCF349,101,4,141,27/02/2024,2024-03-02,CHECKED_OUT,02-09-2024 12:00 AM
RES-1E37DC336F,267,14,562,03/06/2026,07/06/2026,checked_in,05-10-2026 12:00 AM
RES-1137953E07,880,10,404,2025-05-20,2025-05-29,CNF,05-12-2025 12:00 AM
RES-50E6A09CD8,885,6,269,06-02-2025,09-Jun-2025,no_show,04-05-2025 12:00 AM
RES-590412404F,818,14,612,04-06-2024,04-13-2024,CANCELLED,2024-03-28 00:00:00
RES-43C4C66443,245,5,183,12-Jun-2024,21-Jun-2024,NOSHOW,2024-05-27 00:00:00
RES-1D74808D1D,556,13,550,25/03/2024,04-04-2024,checked-out,02-27-2024 12:00 AM
RES-C67348C80B,664,4,145,07/10/2026,11-Oct-2026,checked-out,2026-08-26 00:00:00
RES-A2E79DE0F1,80,4,164,28/05/2025,05-Jun-2025,CHECKED_OUT,05-25-2025 12:00 AM
RES-7B2AF9119E,906,1,28,2024-02-15,02-25-2024,PND,2024-01-17 00:00:00
RES-03CEA38EC5,1196,1,16,11-18-2024,11-22-2024,no_show,10-12-2024 12:00 AM
RES-8A2ABB9296,383,11,444,04/05/2025,13-May-2025,Cancelled,25/03/2025 00:00
RES-342093ABD6,220,15,690,2026-08-08,2026/08/14,no_show,22/07/2026 00:00
RES-8C7265EC7A,28,7,288,2025-10-28,04-Nov-2025,Confirmed,2025-10-22 00:00:00
RES-C41261F81B,354,4,156,19/02/2024,23/02/2024,Checked Out,01/02/2024 00:00
RES-20CF6A26F8,619,5,240,2026-10-11,10-18-2026,PND,09-23-2026 12:00 AM
RES-F836BBA7E5,741,2,62,12-May-2025,2025/05/13,conf,04-22-2025 12:00 AM
RES-517771355E,1112,12,474,2024-06-14,22-Jun-2024,Pending,2024-05-22 00:00:00
RES-445BF12BC5,975,5,231,2025/03/27,02-Apr-2025,confirmed,02-23-2025 12:00 AM
RES-9A6D003850,924,11,428,05-30-2025,,CI,01/04/2025 00:00
RES-54FD2CCBE6,143,11,446,11/12/2024,12-18-2024,No Show,2024-11-13 00:00:00
RES-7E1517EE0A,278,3,71,22/02/2026,23-Feb-2026,checked-in,2026-01-12 00:00:00
RES-61D9971EBD,788,14,596,2025-06-16,22/06/2025,no_show,05-13-2025 12:00 AM
RES-F820DA4240,564,5,244,02-15-2026,2026/02/19,Confirmed,21/01/2026 00:00
RES-5FBA8E3ACA,547,14,570,27/04/2024,2024/04/29,CI,04-18-2024 12:00 AM
RES-EACDF7539D,402,15,652,20-Nov-2025,23/11/2025,Cancelled,10-10-2025 12:00 AM
RES-1396C2560F,1047,5,234,2025-10-22,2025/10/25,No Show,2025-09-30 00:00:00
RES-7033E3DEEB,135,3,90,2026-08-27,2026-08-31,CHECKED_IN,08-15-2026 12:00 AM
RES-E0AEE2184E,1171,12,473,12/08/2025,2025-08-21,Pending,2025-06-30 00:00:00
RES-DFEB2CBAAB,1194,7,285,01/08/2026,06/08/2026,Checked In,06-11-2026 12:00 AM
RES-115BAACC6E,1155,2,59,2025/08/01,08-10-2025,conf,02/07/2025 00:00
RES-A06BE45089,1081,10,402,23/04/2025,28-Apr-2025,CNF,2025-02-28 00:00:00
RES-2312147464,996,1,7,2026/08/11,2026/08/18,no-show,22/06/2026 00:00
RES-E5BDDC3B24,1045,1,25,2024/05/19,2024-05-26,checked-out,2024-03-30 00:00:00
RES-3E8FE078BC,752,15,686,04-Dec-2025,05-Dec-2025,NS,10-23-2025 12:00 AM
RES-EA59C68C81,685,1,23,03/03/2025,03-09-2025,confirmed,2025-01-05 00:00:00
RES-FE647F3E36,141,7,290,09-Jul-2024,07-17-2024,NS,18/05/2024 00:00
RES-F47D4B9EB2,877,5,186,11-May-2026,2026/05/20,checked-in,05-06-2026 12:00 AM
RES-C36331F33B,1161,14,606,04-22-2024,04-23-2024,CXL,22/02/2024 00:00
RES-E1CBF27986,822,7,292,2024-05-11,2024-05-18,checked_out,04-14-2024 12:00 AM
RES-993962C63E,322,1,2,03/10/2026,11-Oct-2026,PND,10/08/2026 00:00
RES-6A69074F34,237,6,274,01/01/2025,2025/01/09,checked_in,12-10-2024 12:00 AM
RES-4DE65FA84C,788,4,158,23-Jan-2026,27/01/2026,Cancelled,11-25-2025 12:00 AM
RES-7EE37A9D9C,706,13,539,26/12/2025,2025-12-28,confirmed,2025-12-11 00:00:00
RES-A3A91CEE3C,1208,10,413,2024/08/21,26-Aug-2024,pending,2024-07-05 00:00:00
RES-C4D8344C6F,54,1,21,2025-06-16,2025/06/18,CONFIRMED,04-21-2025 12:00 AM
RES-CC094F27A7,975,6,264,11/02/2025,2025/02/18,checked-in,03/01/2025 00:00
RES-A8616F65E1,233,12,498,28/03/2025,,checked-out,03/03/2025 00:00
RES-FD8CB0B96E,74,4,160,2024/04/03,2024-04-05,CHECKED_OUT,03-12-2024 12:00 AM
RES-7620486FBD,841,4,165,08-Dec-2024,12-13-2024,Checked In,24/10/2024 00:00
RES-820D45D2FA,90,6,248,2025/04/21,2025/04/28,checked-in,24/02/2025 00:00
RES-D87E66731A,1220,6,248,23/07/2024,2024/07/29,Checked Out,2024-06-29 00:00:00
RES-FD99FCCC24,565,13,545,09-15-2024,2024/09/17,CO,14/09/2024 00:00
RES-8681D9A992,328,15,644,2024/10/11,14/10/2024,Pending,19/09/2024 00:00
RES-AA795FD474,1068,1,9,17/10/2025,19/10/2025,PENDING,2025-08-20 00:00:00
RES-391F068746,75,10,417,2024/02/28,03-03-2024,Pending,02-18-2024 12:00 AM
RES-9A7677DF41,620,12,476,06-02-2024,2024/06/10,CNF,2024-05-04 00:00:00
RES-82975A6CC5,758,15,642,25-Apr-2024,05-May-2024,Cancelled,04-24-2024 12:00 AM
RES-74D9F0FFB2,458,2,46,07-Feb-2026,16-Feb-2026,NOSHOW,08/01/2026 00:00
RES-825C4DB6C4,5,12,501,2026-07-31,03-Aug-2026,cancelled,07-01-2026 12:00 AM
RES-489A07B61B,58,10,398,2026/04/07,04-14-2026,Checked Out,2026-04-03 00:00:00
RES-98EB45DF30,906,9,376,2024/08/27,02-Sep-2024,confirmed,2024-07-14 00:00:00
RES-73ECC97628,1151,6,265,14-May-2025,05-20-2025,cancelled,2025-04-26 00:00:00
RES-A26E380522,766,3,77,2024/04/02,09/04/2024,canceled,03-20-2024 12:00 AM
RES-F8CE8D0D90,8,12,491,10-Oct-2026,10-17-2026,Cancelled,09-21-2026 12:00 AM
RES-72F9FBE28E,223,15,636,2025/06/13,23-Jun-2025,CO,2025-05-04 00:00:00
RES-574C9E17E7,328,9,366,2025-05-22,05-24-2025,CANCELLED,07/04/2025 00:00
RES-1111FD0563,419,12,513,17/03/2025,2025-03-21,checked-out,2025-03-11 00:00:00
RES-DD97A30F42,1038,14,608,12-Dec-2025,2025/12/22,confirmed,2025-10-19 00:00:00
RES-0726A44E37,794,4,152,16-May-2026,26-May-2026,NOSHOW,03-28-2026 12:00 AM
RES-09014EEB61,138,7,294,22-Jul-2024,2024-07-29,conf,06-26-2024 12:00 AM
RES-3F49170BC3,85,3,109,2025-04-14,17/04/2025,Pending,2025-03-31 00:00:00
RES-783D936B00,39,13,553,08-Jun-2026,11/06/2026,CHECKED_OUT,2026-05-13 00:00:00
RES-74C7FBA51B,1135,14,631,2024/06/24,02-Jul-2024,CO,27/05/2024 00:00
RES-A4B4B8D0A7,232,1,23,14/02/2024,16-Feb-2024,checked-out,18/01/2024 00:00
RES-E09C8FC831,1029,1,18,2025/05/17,2025/05/23,CANCELLED,05-10-2025 12:00 AM
RES-7D0416A555,1221,13,523,2024/09/10,2024-09-20,Pending,27/08/2024 00:00
RES-679AF8D0BB,648,9,378,21-May-2024,2024-05-24,no_show,03-23-2024 12:00 AM
RES-2061A35A89,646,3,82,03/01/2026,2026/01/09,no-show,05/11/2025 00:00
RES-B5D05369F6,322,7,295,07/04/2026,12-Apr-2026,CHECKED_OUT,2026-02-11 00:00:00
RES-925E58D19F,697,1,9,06-21-2024,01/07/2024,checked_out,05-20-2024 12:00 AM
RES-AFA275D954,994,12,498,2025/04/08,04-16-2025,CONFIRMED,22/03/2025 00:00
RES-F7F528FE92,48,5,190,13/03/2025,2025/03/14,checked-out,02-15-2025 12:00 AM
RES-0E63B4402E,727,5,200,2024-02-15,2024-02-25,no_show,07/01/2024 00:00
RES-CE246B773E,1216,9,388,21/02/2025,22-Feb-2025,Pending,08/01/2025 00:00
RES-0FA1AD903E,687,3,123,19/06/2026,24/06/2026,PND,2026-05-09 00:00:00
RES-AB8FC455E3,374,3,98,2026/06/01,08/06/2026,CI,05-28-2026 12:00 AM
RES-900696B7F7,112,5,242,24-Sep-2024,2024-09-25,CHECKED_IN,06/08/2024 00:00
RES-C65968CDCA,626,1,27,19-Feb-2025,2025/02/26,Cancelled,01-16-2025 12:00 AM
RES-C335E2B5D1,204,1,32,2026-04-08,14-Apr-2026,Checked Out,12/02/2026 00:00
RES-DF1CE8DF6E,1173,10,401,2024-04-28,2024/05/07,Cancelled,04-08-2024 12:00 AM
RES-6737F49639,821,15,652,2024-12-11,2024/12/17,PND,2024-10-24 00:00:00
RES-0DB5A1F8A9,678,1,9,2025/04/09,19/04/2025,Cancelled,2025-03-08 00:00:00
RES-E47B4EA715,1113,14,571,2024/05/01,2024-05-06,PND,07/03/2024 00:00
RES-2D901A05DD,612,12,508,2025-09-29,2025/10/01,PND,09-19-2025 12:00 AM
RES-B06C9F2FF8,185,8,333,29-Jul-2026,07-Aug-2026,PENDING,17/07/2026 00:00
RES-FC174DD30E,1157,5,184,2025/11/11,2025-11-15,no_show,11-06-2025 12:00 AM
RES-2FD8FA7442,475,15,679,01-Mar-2026,2026-03-07,checked_out,01-15-2026 12:00 AM
RES-7657921C36,131,4,143,01-29-2025,08/02/2025,canceled,12-09-2024 12:00 AM
RES-C5B9EB0658,365,5,229,03-15-2024,24-Mar-2024,CNF,2024-02-16 00:00:00
RES-BD91D39E0E,623,12,508,2024-05-05,07/05/2024,checked_in,2024-03-12 00:00:00
RES-1578160D07,687,13,519,02/08/2026,07-Aug-2026,PND,06-12-2026 12:00 AM
RES-7AF480826F,107,15,651,2026/08/20,2026/08/23,CHECKED_IN,07-28-2026 12:00 AM
RES-5128043750,517,9,362,01-Jan-2026,2026-01-04,CNF,11/12/2025 00:00
RES-40527CD20F,193,14,608,2025-05-22,2025-05-31,cancelled,12/05/2025 00:00
RES-BBB35A5F43,851,5,226,2025/06/03,06-06-2025,No Show,05-31-2025 12:00 AM
RES-69173CE198,916,12,513,12-Jun-2026,06-15-2026,checked_out,2026-04-21 00:00:00
RES-8FB671FBD5,582,6,262,2026/08/09,2026-08-12,no_show,06-19-2026 12:00 AM
RES-F059927582,842,2,55,2025/11/04,11-08-2025,PND,2025-09-21 00:00:00
